plot_id,group,species,abundance,elevation,soil_moisture,soil_depth (cm),conifer proportion (%),slope,proportion of visible sky,pH,water_holding_capacity (%),organic_matter_content (%),NO3,NH4,Ca,K,P,Al
E1T6N2,Random,Veratrum,0,743.5599976,32.25,4.5,60,18,6.68,4.78,0.703888335,0.864751646,57.1,58.6,528.9,798.4,9.94,8.85
E1T6N3,Random,Claytonia,292,723.8099976,44.25,0.875,2,8,7.15,5.51,0.744385027,0.618072891,102.4460358,38.60953686,974.1684437,406.9136669,3.594177515,22.36629751
E1T6N3,Random,Erythronium,276,723.8099976,44.25,0.875,2,8,7.15,5.51,0.744385027,0.618072891,102.4460358,38.60953686,974.1684437,406.9136669,3.594177515,22.36629751
E1T6N3,Random,Dicentra,0,723.8099976,44.25,0.875,2,8,7.15,5.51,0.744385027,0.618072891,102.4460358,38.60953686,974.1684437,406.9136669,3.594177515,22.36629751
E1T6N3,Random,Trillium,13,723.8099976,44.25,0.875,2,8,7.15,5.51,0.744385027,0.618072891,102.4460358,38.60953686,974.1684437,406.9136669,3.594177515,22.36629751
E1T6N3,Random,Veratrum,0,723.8099976,44.25,0.875,2,8,7.15,5.51,0.744385027,0.618072891,102.4460358,38.60953686,974.1684437,406.9136669,3.594177515,22.36629751
E1T6N4,Random,Claytonia,11,717.6399536,43.25,13.25,1,3,8.32,4.23,0.615621788,0.402854007,154.5,95.8,863.5,654.1,3.86,26.57
E1T6N4,Random,Erythronium,54,717.6399536,43.25,13.25,1,3,8.32,4.23,0.615621788,0.402854007,154.5,95.8,863.5,654.1,3.86,26.57
E1T6N4,Random,Dicentra,0,717.6399536,43.25,13.25,1,3,8.32,4.23,0.615621788,0.402854007,154.5,95.8,863.5,654.1,3.86,26.57
E1T6N4,Random,Trillium,3,717.6399536,43.25,13.25,1,3,8.32,4.23,0.615621788,0.402854007,154.5,95.8,863.5,654.1,3.86,26.57
E1T6N4,Random,Veratrum,0,717.6399536,43.25,13.25,1,3,8.32,4.23,0.615621788,0.402854007,154.5,95.8,863.5,654.1,3.86,26.57
E1T6N5,Random,Claytonia,25,717.4099731,33.25,7.125,3,3,6.71,4.1,0.553067186,0.282125325,173,32.5,514.5,337.3,3.02,68.7
E1T6N5,Random,Erythronium,146,717.4099731,33.25,7.125,3,3,6.71,4.1,0.553067186,0.282125325,173,32.5,514.5,337.3,3.02,68.7
E1T6N5,Random,Dicentra,0,717.4099731,33.25,7.125,3,3,6.71,4.1,0.553067186,0.282125325,173,32.5,514.5,337.3,3.02,68.7
E1T6N5,Random,Trillium,9,717.4099731,33.25,7.125,3,3,6.71,4.1,0.553067186,0.282125325,173,32.5,514.5,337.3,3.02,68.7
E1T6N5,Random,Veratrum,0,717.4099731,33.25,7.125,3,3,6.71,4.1,0.553067186,0.282125325,173,32.5,514.5,337.3,3.02,68.7
E1T7N1,Random,Claytonia,85,735.4299927,46,15.75,10,30,14.94,4.36,0.601098901,0.544827586,57.3,24,950.2,516,3.55,9.16
E1T7N1,Random,Erythronium,129,735.4299927,46,15.75,10,30,14.94,4.36,0.601098901,0.544827586,57.3,24,950.2,516,3.55,9.16
E1T7N1,Random,Dicentra,0,735.4299927,46,15.75,10,30,14.94,4.36,0.601098901,0.544827586,57.3,24,950.2,516,3.55,9.16
E1T7N1,Random,Trillium,19,735.4299927,46,15.75,10,30,14.94,4.36,0.601098901,0.544827586,57.3,24,950.2,516,3.55,9.16
E1T7N1,Random,Veratrum,0,735.4299927,46,15.75,10,30,14.94,4.36,0.601098901,0.544827586,57.3,24,950.2,516,3.55,9.16
E1T7N2,Random,Claytonia,80,735.0799561,30.25,9.25,5,17,16.58,4.18,0.74422957,0.529923452,91.20447275,35.23341952,503.7932239,424.6384103,4.235504074,21.20014244
E1T7N2,Random,Erythronium,828,735.0799561,30.25,9.25,5,17,16.58,4.18,0.74422957,0.529923452,91.20447275,35.23341952,503.7932239,424.6384103,4.235504074,21.20014244
E1T7N2,Random,Dicentra,0,735.0799561,30.25,9.25,5,17,16.58,4.18,0.74422957,0.529923452,91.20447275,35.23341952,503.7932239,424.6384103,4.235504074,21.20014244
E1T7N2,Random,Trillium,14,735.0799561,30.25,9.25,5,17,16.58,4.18,0.74422957,0.529923452,91.20447275,35.23341952,503.7932239,424.6384103,4.235504074,21.20014244
E1T7N2,Random,Veratrum,0,735.0799561,30.25,9.25,5,17,16.58,4.18,0.74422957,0.529923452,91.20447275,35.23341952,503.7932239,424.6384103,4.235504074,21.20014244
E1T7N3,Random,Claytonia,241,749.2799683,19.75,8.25,0,30,11.68,4.47,0.552359033,0.368925151,139.5044975,33.96145088,514.9096541,497.2042895,10.52409896,21.00218034
E1T7N3,Random,Erythronium,26,749.2799683,19.75,8.25,0,30,11.68,4.47,0.552359033,0.368925151,139.5044975,33.96145088,514.9096541,497.2042895,10.52409896,21.00218034
E1T7N3,Random,Dicentra,0,749.2799683,19.75,8.25,0,30,11.68,4.47,0.552359033,0.368925151,139.5044975,33.96145088,514.9096541,497.2042895,10.52409896,21.00218034
E1T7N3,Random,Trillium,15,749.2799683,19.75,8.25,0,30,11.68,4.47,0.552359033,0.368925151,139.5044975,33.96145088,514.9096541,497.2042895,10.52409896,21.00218034
E1T7N3,Random,Veratrum,0,749.2799683,19.75,8.25,0,30,11.68,4.47,0.552359033,0.368925151,139.5044975,33.96145088,514.9096541,497.2042895,10.52409896,21.00218034
E1T7N4,Random,Claytonia,2,725.7199707,30.25,14,40,25,10.94,5.22,0.676236045,0.505811451,32.9,39.1,929.9,350.5,6.11,27.87
E1T7N4,Random,Erythronium,139,725.7199707,30.25,14,40,25,10.94,5.22,0.676236045,0.505811451,32.9,39.1,929.9,350.5,6.11,27.87
E1T7N4,Random,Dicentra,0,725.7199707,30.25,14,40,25,10.94,5.22,0.676236045,0.505811451,32.9,39.1,929.9,350.5,6.11,27.87
E1T7N4,Random,Trillium,1,725.7199707,30.25,14,40,25,10.94,5.22,0.676236045,0.505811451,32.9,39.1,929.9,350.5,6.11,27.87
E1T7N4,Random,Veratrum,0,725.7199707,30.25,14,40,25,10.94,5.22,0.676236045,0.505811451,32.9,39.1,929.9,350.5,6.11,27.87
E1T7N5,Random,Claytonia,130,747.3399658,24.25,14.25,0,30,8.04,5.07,0.593913956,0.251234568,104.5961461,36.67422697,589.3511799,451.7320437,6.495238323,24.00326431
E1T7N5,Random,Erythronium,151,747.3399658,24.25,14.25,0,30,8.04,5.07,0.593913956,0.251234568,104.5961461,36.67422697,589.3511799,451.7320437,6.495238323,24.00326431
E1T7N5,Random,Dicentra,0,747.3399658,24.25,14.25,0,30,8.04,5.07,0.593913956,0.251234568,104.5961461,36.67422697,589.3511799,451.7320437,6.495238323,24.00326431
E1T7N5,Random,Trillium,2,747.3399658,24.25,14.25,0,30,8.04,5.07,0.593913956,0.251234568,104.5961461,36.67422697,589.3511799,451.7320437,6.495238323,24.00326431
E1T7N5,Random,Veratrum,0,747.3399658,24.25,14.25,0,30,8.04,5.07,0.593913956,0.251234568,104.5961461,36.67422697,589.3511799,451.7320437,6.495238323,24.00326431
E1T8N1,Random,Claytonia,87,725.4299927,10.5,5,5,29,12.7,4.15,0.726588629,0.869959677,77.67576519,35.24524697,455.2527638,420.1028739,3.730327979,14.79060078
E1T8N1,Random,Erythronium,107,725.4299927,10.5,5,5,29,12.7,4.15,0.726588629,0.869959677,77.67576519,35.24524697,455.2527638,420.1028739,3.730327979,14.79060078
E1T8N1,Random,Dicentra,0,725.4299927,10.5,5,5,29,12.7,4.15,0.726588629,0.869959677,77.67576519,35.24524697,455.2527638,420.1028739,3.730327979,14.79060078
E1T8N1,Random,Trillium,2,725.4299927,10.5,5,5,29,12.7,4.15,0.726588629,0.869959677,77.67576519,35.24524697,455.2527638,420.1028739,3.730327979,14.79060078
E1T8N1,Random,Veratrum,0,725.4299927,10.5,5,5,29,12.7,4.15,0.726588629,0.869959677,77.67576519,35.24524697,455.2527638,420.1028739,3.730327979,14.79060078
E1T8N2,Random,Claytonia,272,743.3599854,23.5,6.25,0,22,12.47,4.95,0.676130389,0.599054125,96.69090351,38.99687929,584.7275639,471.2426096,7.325065759,16.87558751
E1T8N2,Random,Erythronium,188,743.3599854,23.5,6.25,0,22,12.47,4.95,0.676130389,0.599054125,96.69090351,38.99687929,584.7275639,471.2426096,7.325065759,16.87558751
E1T8N2,Random,Dicentra,3,743.3599854,23.5,6.25,0,22,12.47,4.95,0.676130389,0.599054125,96.69090351,38.99687929,584.7275639,471.2426096,7.325065759,16.87558751
E1T8N2,Random,Trillium,15,743.3599854,23.5,6.25,0,22,12.47,4.95,0.676130389,0.599054125,96.69090351,38.99687929,584.7275639,471.2426096,7.325065759,16.87558751
E1T8N2,Random,Veratrum,16,743.3599854,23.5,6.25,0,22,12.47,4.95,0.676130389,0.599054125,96.69090351,38.99687929,584.7275639,471.2426096,7.325065759,16.87558751
E1T8N3,Random,Claytonia,19,727.0599976,19.75,8.125,5,29,12.18,4.9,0.582802548,0.500623701,107.3,39.1,828.8,678.9,17.88,12.99
E1T8N3,Random,Erythronium,326,727.0599976,19.75,8.125,5,29,12.18,4.9,0.582802548,0.500623701,107.3,39.1,828.8,678.9,17.88,12.99
E1T8N3,Random,Dicentra,0,727.0599976,19.75,8.125,5,29,12.18,4.9,0.582802548,0.500623701,107.3,39.1,828.8,678.9,17.88,12.99
E1T8N3,Random,Trillium,10,727.0599976,19.75,8.125,5,29,12.18,4.9,0.582802548,0.500623701,107.3,39.1,828.8,678.9,17.88,12.99
E1T8N3,Random,Veratrum,0,727.0599976,19.75,8.125,5,29,12.18,4.9,0.582802548,0.500623701,107.3,39.1,828.8,678.9,17.88,12.99
E1T8N4,Random,Claytonia,36,749.7399902,30.75,12.625,40,29,9.63,4.36,0.584990958,0.408730159,92.3,48.7,332.7,742.8,4.68,21.37
E1T8N4,Random,Erythronium,464,749.7399902,30.75,12.625,40,29,9.63,4.36,0.584990958,0.408730159,92.3,48.7,332.7,742.8,4.68,21.37
E1T8N4,Random,Dicentra,0,749.7399902,30.75,12.625,40,29,9.63,4.36,0.584990958,0.408730159,92.3,48.7,332.7,742.8,4.68,21.37
E1T8N4,Random,Trillium,11,749.7399902,30.75,12.625,40,29,9.63,4.36,0.584990958,0.408730159,92.3,48.7,332.7,742.8,4.68,21.37
E1T8N4,Random,Veratrum,0,749.7399902,30.75,12.625,40,29,9.63,4.36,0.584990958,0.408730159,92.3,48.7,332.7,742.8,4.68,21.37
E1T8N5,Random,Claytonia,87,725.6599731,13,8.625,0,22,11.53,4.54,0.628959276,0.442266949,147.1,39.5,347.1,418.9,1.42,15.78
E1T8N5,Random,Erythronium,107,725.6599731,13,8.625,0,22,11.53,4.54,0.628959276,0.442266949,147.1,39.5,347.1,418.9,1.42,15.78
E1T8N5,Random,Dicentra,6,725.6599731,13,8.625,0,22,11.53,4.54,0.628959276,0.442266949,147.1,39.5,347.1,418.9,1.42,15.78
E1T8N5,Random,Trillium,2,725.6599731,13,8.625,0,22,11.53,4.54,0.628959276,0.442266949,147.1,39.5,347.1,418.9,1.42,15.78
E1T8N5,Random,Veratrum,0,725.6599731,13,8.625,0,22,11.53,4.54,0.628959276,0.442266949,147.1,39.5,347.1,418.9,1.42,15.78
E2T1N1,Random,Claytonia,0,803.4599609,26,8.25,0,18.9,16.03,3.78,0.54973262,0.293654697,217.6502835,26.75091783,431.5478662,345.6529382,10.32315047,23.48922796
E2T1N1,Random,Erythronium,872,803.4599609,26,8.25,0,18.9,16.03,3.78,0.54973262,0.293654697,217.6502835,26.75091783,431.5478662,345.6529382,10.32315047,23.48922796
E2T1N1,Random,Dicentra,0,803.4599609,26,8.25,0,18.9,16.03,3.78,0.54973262,0.293654697,217.6502835,26.75091783,431.5478662,345.6529382,10.32315047,23.48922796
E2T1N1,Random,Trillium,2,803.4599609,26,8.25,0,18.9,16.03,3.78,0.54973262,0.293654697,217.6502835,26.75091783,431.5478662,345.6529382,10.32315047,23.48922796
E2T1N1,Random,Veratrum,13,803.4599609,26,8.25,0,18.9,16.03,3.78,0.54973262,0.293654697,217.6502835,26.75091783,431.5478662,345.6529382,10.32315047,23.48922796
E2T1N2,Random,Claytonia,0,797.1399536,10.625,13,0,20.2,12.22,3.85,0.546018614,0.208756567,176.6516164,29.19764284,377.7174232,352.1616538,8.351345503,23.16216332
E2T1N2,Random,Erythronium,680,797.1399536,10.625,13,0,20.2,12.22,3.85,0.546018614,0.208756567,176.6516164,29.19764284,377.7174232,352.1616538,8.351345503,23.16216332
E2T1N2,Random,Dicentra,0,797.1399536,10.625,13,0,20.2,12.22,3.85,0.546018614,0.208756567,176.6516164,29.19764284,377.7174232,352.1616538,8.351345503,23.16216332
E2T1N2,Random,Trillium,8,797.1399536,10.625,13,0,20.2,12.22,3.85,0.546018614,0.208756567,176.6516164,29.19764284,377.7174232,352.1616538,8.351345503,23.16216332
E2T1N2,Random,Veratrum,28,797.1399536,10.625,13,0,20.2,12.22,3.85,0.546018614,0.208756567,176.6516164,29.19764284,377.7174232,352.1616538,8.351345503,23.16216332
E2T1N3,Random,Claytonia,11,775.8299561,15.25,13,0,26.7,8.06,4,0.537485582,0.178787879,67,62.9,373.9,315.5,4.28,49.56
E2T1N3,Random,Erythronium,125,775.8299561,15.25,13,0,26.7,8.06,4,0.537485582,0.178787879,67,62.9,373.9,315.5,4.28,49.56
E2T1N3,Random,Dicentra,0,775.8299561,15.25,13,0,26.7,8.06,4,0.537485582,0.178787879,67,62.9,373.9,315.5,4.28,49.56
E2T1N3,Random,Trillium,7,775.8299561,15.25,13,0,26.7,8.06,4,0.537485582,0.178787879,67,62.9,373.9,315.5,4.28,49.56
E2T1N3,Random,Veratrum,0,775.8299561,15.25,13,0,26.7,8.06,4,0.537485582,0.178787879,67,62.9,373.9,315.5,4.28,49.56
E2T1N4,Random,Claytonia,15,750.0899658,19,6,0,0,9.08,3.8,0.625237192,0.278350515,163.6729866,37.57340152,510.7950203,359.4509511,11.85694254,28.05467532
E2T1N4,Random,Erythronium,536,750.0899658,19,6,0,0,9.08,3.8,0.625237192,0.278350515,163.6729866,37.57340152,510.7950203,359.4509511,11.85694254,28.05467532
E2T1N4,Random,Dicentra,0,750.0899658,19,6,0,0,9.08,3.8,0.625237192,0.278350515,163.6729866,37.57340152,510.7950203,359.4509511,11.85694254,28.05467532
E2T1N4,Random,Trillium,20,750.0899658,19,6,0,0,9.08,3.8,0.625237192,0.278350515,163.6729866,37.57340152,510.7950203,359.4509511,11.85694254,28.05467532
E2T1N4,Random,Veratrum,23,750.0899658,19,6,0,0,9.08,3.8,0.625237192,0.278350515,163.6729866,37.57340152,510.7950203,359.4509511,11.85694254,28.05467532
E2T1N5,Random,Claytonia,0,796.1900024,19.25,11,0,21.6,11.85,3.8,0.540632054,0.258757062,399.2,23.1,470.5,310.7,16.83,21.56
E2T1N5,Random,Erythronium,1264,796.1900024,19.25,11,0,21.6,11.85,3.8,0.540632054,0.258757062,399.2,23.1,470.5,310.7,16.83,21.56
E2T1N5,Random,Dicentra,0,796.1900024,19.25,11,0,21.6,11.85,3.8,0.540632054,0.258757062,399.2,23.1,470.5,310.7,16.83,21.56
E2T1N5,Random,Trillium,1,796.1900024,19.25,11,0,21.6,11.85,3.8,0.540632054,0.258757062,399.2,23.1,470.5,310.7,16.83,21.56
E2T1N5,Random,Veratrum,18,796.1900024,19.25,11,0,21.6,11.85,3.8,0.540632054,0.258757062,399.2,23.1,470.5,310.7,16.83,21.56
E2T2N1,Random,Claytonia,31,778.4699707,8,1.25,0,23,8.47,4.61,0.519430052,0.369131139,136.2,27.8,496.6,558.6,13.99,20.48
E2T2N1,Random,Erythronium,159,778.4699707,8,1.25,0,23,8.47,4.61,0.519430052,0.369131139,136.2,27.8,496.6,558.6,13.99,20.48
E2T2N1,Random,Dicentra,0,778.4699707,8,1.25,0,23,8.47,4.61,0.519430052,0.369131139,136.2,27.8,496.6,558.6,13.99,20.48
E2T2N1,Random,Trillium,25,778.4699707,8,1.25,0,23,8.47,4.61,0.519430052,0.369131139,136.2,27.8,496.6,558.6,13.99,20.48
E2T2N1,Random,Veratrum,17,778.4699707,8,1.25,0,23,8.47,4.61,0.519430052,0.369131139,136.2,27.8,496.6,558.6,13.99,20.48
E2T2N2,Random,Claytonia,0,812.6199951,7,1.75,50,29.2,9.36,3.83,0.610153257,0.39928201,295.5,51.6,371.9,396.7,20.25,16.01
E2T2N2,Random,Erythronium,136,812.6199951,7,1.75,50,29.2,9.36,3.83,0.610153257,0.39928201,295.5,51.6,371.9,396.7,20.25,16.01
E2T2N2,Random,Dicentra,0,812.6199951,7,1.75,50,29.2,9.36,3.83,0.610153257,0.39928201,295.5,51.6,371.9,396.7,20.25,16.01
E2T2N2,Random,Trillium,19,812.6199951,7,1.75,50,29.2,9.36,3.83,0.610153257,0.39928201,295.5,51.6,371.9,396.7,20.25,16.01
E2T2N2,Random,Veratrum,9,812.6199951,7,1.75,50,29.2,9.36,3.83,0.610153257,0.39928201,295.5,51.6,371.9,396.7,20.25,16.01
E2T2N3,Random,Claytonia,0,793.8699951,31.5,8.25,0,16,8.71,4.03,0.523138833,0.226819923,167.0185374,25.42602114,458.2251453,366.2257517,8.863839751,30.86788616
E2T2N3,Random,Erythronium,1784,793.8699951,31.5,8.25,0,16,8.71,4.03,0.523138833,0.226819923,167.0185374,25.42602114,458.2251453,366.2257517,8.863839751,30.86788616
E2T2N3,Random,Dicentra,0,793.8699951,31.5,8.25,0,16,8.71,4.03,0.523138833,0.226819923,167.0185374,25.42602114,458.2251453,366.2257517,8.863839751,30.86788616
E2T2N3,Random,Trillium,4,793.8699951,31.5,8.25,0,16,8.71,4.03,0.523138833,0.226819923,167.0185374,25.42602114,458.2251453,366.2257517,8.863839751,30.86788616
E2T2N3,Random,Veratrum,27,793.8699951,31.5,8.25,0,16,8.71,4.03,0.523138833,0.226819923,167.0185374,25.42602114,458.2251453,366.2257517,8.863839751,30.86788616
E2T2N4,Random,Claytonia,0,795.3099976,25.75,8.125,0,31.8,11.49,3.79,0.538310413,0.340258722,182.7771888,30.61693264,431.7921826,410.8740233,9.869398072,23.76512057
E2T2N4,Random,Erythronium,412,795.3099976,25.75,8.125,0,31.8,11.49,3.79,0.538310413,0.340258722,182.7771888,30.61693264,431.7921826,410.8740233,9.869398072,23.76512057
E2T2N4,Random,Dicentra,0,795.3099976,25.75,8.125,0,31.8,11.49,3.79,0.538310413,0.340258722,182.7771888,30.61693264,431.7921826,410.8740233,9.869398072,23.76512057
E2T2N4,Random,Trillium,3,795.3099976,25.75,8.125,0,31.8,11.49,3.79,0.538310413,0.340258722,182.7771888,30.61693264,431.7921826,410.8740233,9.869398072,23.76512057
E2T2N4,Random,Veratrum,28,795.3099976,25.75,8.125,0,31.8,11.49,3.79,0.538310413,0.340258722,182.7771888,30.61693264,431.7921826,410.8740233,9.869398072,23.76512057
E2T2N5,Random,Claytonia,0,849,12.375,26,30,25.8,37.84,4.39,0.378231293,0.196336121,47.9,21.2,349,556.5,4.5,41.14
E2T2N5,Random,Erythronium,532,849,12.375,26,30,25.8,37.84,4.39,0.378231293,0.196336121,47.9,21.2,349,556.5,4.5,41.14
E2T2N5,Random,Dicentra,0,849,12.375,26,30,25.8,37.84,4.39,0.378231293,0.196336121,47.9,21.2,349,556.5,4.5,41.14
E2T2N5,Random,Trillium,1,849,12.375,26,30,25.8,37.84,4.39,0.378231293,0.196336121,47.9,21.2,349,556.5,4.5,41.14
E2T2N5,Random,Veratrum,0,849,12.375,26,30,25.8,37.84,4.39,0.378231293,0.196336121,47.9,21.2,349,556.5,4.5,41.14
E2T3N1,Random,Claytonia,32,830.3099976,12.25,7.25,5,30,6.14,4.49,0.557062147,0.214990859,116.2885407,30.62337768,334.9537494,362.4886366,9.257852358,29.31969207
E2T3N1,Random,Erythronium,135,830.3099976,12.25,7.25,5,30,6.14,4.49,0.557062147,0.214990859,116.2885407,30.62337768,334.9537494,362.4886366,9.257852358,29.31969207
E2T3N1,Random,Dicentra,0,830.3099976,12.25,7.25,5,30,6.14,4.49,0.557062147,0.214990859,116.2885407,30.62337768,334.9537494,362.4886366,9.257852358,29.31969207
E2T3N1,Random,Trillium,6,830.3099976,12.25,7.25,5,30,6.14,4.49,0.557062147,0.214990859,116.2885407,30.62337768,334.9537494,362.4886366,9.257852358,29.31969207
E2T3N1,Random,Veratrum,28,830.3099976,12.25,7.25,5,30,6.14,4.49,0.557062147,0.214990859,116.2885407,30.62337768,334.9537494,362.4886366,9.257852358,29.31969207
E2T3N2,Random,Claytonia,119,770.2699585,21,12,0,22,10.01,4.33,0.55147929,0.205488621,150.4222401,33.7835121,440.5935965,391.1722207,8.239484838,27.25494965
E2T3N2,Random,Erythronium,536,770.2699585,21,12,0,22,10.01,4.33,0.55147929,0.205488621,150.4222401,33.7835121,440.5935965,391.1722207,8.239484838,27.25494965
E2T3N2,Random,Dicentra,0,770.2699585,21,12,0,22,10.01,4.33,0.55147929,0.205488621,150.4222401,33.7835121,440.5935965,391.1722207,8.239484838,27.25494965
E2T3N2,Random,Trillium,7,770.2699585,21,12,0,22,10.01,4.33,0.55147929,0.205488621,150.4222401,33.7835121,440.5935965,391.1722207,8.239484838,27.25494965
E2T3N2,Random,Veratrum,25,770.2699585,21,12,0,22,10.01,4.33,0.55147929,0.205488621,150.4222401,33.7835121,440.5935965,391.1722207,8.239484838,27.25494965
E2T3N3,Random,Claytonia,0,840.2099609,29.75,2,80,35,20.36,4.37,0.66066838,0.802088277,103.1,54,426.9,654.4,15.95,34.57
E2T3N3,Random,Erythronium,167,840.2099609,29.75,2,80,35,20.36,4.37,0.66066838,0.802088277,103.1,54,426.9,654.4,15.95,34.57
E2T3N3,Random,Dicentra,0,840.2099609,29.75,2,80,35,20.36,4.37,0.66066838,0.802088277,103.1,54,426.9,654.4,15.95,34.57
E2T3N3,Random,Trillium,0,840.2099609,29.75,2,80,35,20.36,4.37,0.66066838,0.802088277,103.1,54,426.9,654.4,15.95,34.57
E2T3N3,Random,Veratrum,0,840.2099609,29.75,2,80,35,20.36,4.37,0.66066838,0.802088277,103.1,54,426.9,654.4,15.95,34.57
E2T3N4,Random,Claytonia,0,814.2699585,42.25,15.875,5,25,10.58,4.57,0.56835443,0.443764346,126.4278147,38.78250791,354.2136595,562.9973587,5.879210782,21.73429564
E2T3N4,Random,Erythronium,1008,814.2699585,42.25,15.875,5,25,10.58,4.57,0.56835443,0.443764346,126.4278147,38.78250791,354.2136595,562.9973587,5.879210782,21.73429564
E2T3N4,Random,Dicentra,0,814.2699585,42.25,15.875,5,25,10.58,4.57,0.56835443,0.443764346,126.4278147,38.78250791,354.2136595,562.9973587,5.879210782,21.73429564
E2T3N4,Random,Trillium,5,814.2699585,42.25,15.875,5,25,10.58,4.57,0.56835443,0.443764346,126.4278147,38.78250791,354.2136595,562.9973587,5.879210782,21.73429564
E2T3N4,Random,Veratrum,0,814.2699585,42.25,15.875,5,25,10.58,4.57,0.56835443,0.443764346,126.4278147,38.78250791,354.2136595,562.9973587,5.879210782,21.73429564
E2T3N5,Random,Claytonia,0,836.6300049,17.25,7.25,40,22.6,10.81,4.34,0.526251526,0.2225,131.3,22.3,182.5,224.4,11.51,28.72
E2T3N5,Random,Erythronium,728,836.6300049,17.25,7.25,40,22.6,10.81,4.34,0.526251526,0.2225,131.3,22.3,182.5,224.4,11.51,28.72
E2T3N5,Random,Dicentra,0,836.6300049,17.25,7.25,40,22.6,10.81,4.34,0.526251526,0.2225,131.3,22.3,182.5,224.4,11.51,28.72
E2T3N5,Random,Trillium,8,836.6300049,17.25,7.25,40,22.6,10.81,4.34,0.526251526,0.2225,131.3,22.3,182.5,224.4,11.51,28.72
E2T3N5,Random,Veratrum,0,836.6300049,17.25,7.25,40,22.6,10.81,4.34,0.526251526,0.2225,131.3,22.3,182.5,224.4,11.51,28.72
E2T4N1,Random,Claytonia,0,772.2600098,9.5,0.375,60,31,14.24,3.68,0.667236955,0.84174213,80.68206387,41.24009622,342.7915906,387.1096517,10.71531946,14.58756575
E2T4N1,Random,Erythronium,102,772.2600098,9.5,0.375,60,31,14.24,3.68,0.667236955,0.84174213,80.68206387,41.24009622,342.7915906,387.1096517,10.71531946,14.58756575
E2T4N1,Random,Dicentra,0,772.2600098,9.5,0.375,60,31,14.24,3.68,0.667236955,0.84174213,80.68206387,41.24009622,342.7915906,387.1096517,10.71531946,14.58756575
E2T4N1,Random,Trillium,0,772.2600098,9.5,0.375,60,31,14.24,3.68,0.667236955,0.84174213,80.68206387,41.24009622,342.7915906,387.1096517,10.71531946,14.58756575
E2T4N1,Random,Veratrum,0,772.2600098,9.5,0.375,60,31,14.24,3.68,0.667236955,0.84174213,80.68206387,41.24009622,342.7915906,387.1096517,10.71531946,14.58756575
E2T4N2,Random,Claytonia,0,846.5,16.5,8.5,50,17,19.34,4.07,0.623604466,0.33277536,89.72759683,39.10700414,241.8768211,406.697981,6.151755657,22.95643612
E2T4N2,Random,Erythronium,864,846.5,16.5,8.5,50,17,19.34,4.07,0.623604466,0.33277536,89.72759683,39.10700414,241.8768211,406.697981,6.151755657,22.95643612
E2T4N2,Random,Dicentra,0,846.5,16.5,8.5,50,17,19.34,4.07,0.623604466,0.33277536,89.72759683,39.10700414,241.8768211,406.697981,6.151755657,22.95643612
E2T4N2,Random,Trillium,0,846.5,16.5,8.5,50,17,19.34,4.07,0.623604466,0.33277536,89.72759683,39.10700414,241.8768211,406.697981,6.151755657,22.95643612
E2T4N2,Random,Veratrum,0,846.5,16.5,8.5,50,17,19.34,4.07,0.623604466,0.33277536,89.72759683,39.10700414,241.8768211,406.697981,6.151755657,22.95643612
E2T4N3,Random,Claytonia,0,810.9199829,46.75,4.25,80,17,16.32,4.08,0.665158371,0.697502313,90.4,56.7,385.3,366,4.13,16.08
E2T4N3,Random,Erythronium,0,810.9199829,46.75,4.25,80,17,16.32,4.08,0.665158371,0.697502313,90.4,56.7,385.3,366,4.13,16.08
E2T4N3,Random,Dicentra,0,810.9199829,46.75,4.25,80,17,16.32,4.08,0.665158371,0.697502313,90.4,56.7,385.3,366,4.13,16.08
E2T4N3,Random,Trillium,0,810.9199829,46.75,4.25,80,17,16.32,4.08,0.665158371,0.697502313,90.4,56.7,385.3,366,4.13,16.08
E2T4N3,Random,Veratrum,0,810.9199829,46.75,4.25,80,17,16.32,4.08,0.665158371,0.697502313,90.4,56.7,385.3,366,4.13,16.08
E2T4N4,Random,Claytonia,65,756.9400024,57,1.125,3,20,12.29,4.56,0.740501213,0.807042933,85.6,32.2,857.8,289.2,0.93,14.91
E2T4N4,Random,Erythronium,132,756.9400024,57,1.125,3,20,12.29,4.56,0.740501213,0.807042933,85.6,32.2,857.8,289.2,0.93,14.91
E2T4N4,Random,Dicentra,3,756.9400024,57,1.125,3,20,12.29,4.56,0.740501213,0.807042933,85.6,32.2,857.8,289.2,0.93,14.91
E2T4N4,Random,Trillium,27,756.9400024,57,1.125,3,20,12.29,4.56,0.740501213,0.807042933,85.6,32.2,857.8,289.2,0.93,14.91
E2T4N4,Random,Veratrum,0,756.9400024,57,1.125,3,20,12.29,4.56,0.740501213,0.807042933,85.6,32.2,857.8,289.2,0.93,14.91
E2T4N5,Random,Claytonia,0,769.2299805,37.5,4,1,20,12.29,4.62,0.598802395,0.484460695,226.4,49.8,366.5,566.6,8.98,12.26
E2T4N5,Random,Erythronium,134,769.2299805,37.5,4,1,20,12.29,4.62,0.598802395,0.484460695,226.4,49.8,366.5,566.6,8.98,12.26
E2T4N5,Random,Dicentra,0,769.2299805,37.5,4,1,20,12.29,4.62,0.598802395,0.484460695,226.4,49.8,366.5,566.6,8.98,12.26
